sep=	
time (source1)	x	time (source1)	y	time (source1)	z
78.202	36	78.201	192	78.205	-1020
78.231	32	78.237	192	78.239	-1024
78.267	32	78.26	204	78.261	-1020
78.29	36	78.293	196	78.289	-1016
78.325	36	78.316	196	78.324	-1016
78.347	32	78.344	200	78.345	-1012
78.374	40	78.376	200	78.373	-1020
78.407	28	78.4	196	78.401	-1020
78.43	36	78.431	204	78.429	-1020
78.461	40	78.461	204	78.457	-1016
78.494	36	78.484	196	78.485	-1020
78.514	36	78.513	192	78.513	-1016
78.542	40	78.547	204	78.544	-1012
78.579	28	78.568	196	78.569	-1012
78.598	36	78.598	196	78.597	-1020
78.629	44	78.63	192	78.629	-1024
78.662	28	78.651	200	78.653	-1016
78.682	28	78.681	196	78.681	-1016
78.713	28	78.708	200	78.709	-1016
78.739	28	78.737	196	78.737	-1020
78.766	28	78.77	192	78.766	-1016
78.803	28	78.792	192	78.793	-1016
78.822	32	78.823	196	78.821	-1020
78.85	32	78.856	196	78.862	-1016
78.878	36	78.876	200	78.881	-1020
78.907	28	78.915	196	78.909	-1024
78.947	36	78.936	200	78.937	-1016
78.966	28	78.964	200	78.966	-1008
78.995	36	78.993	196	78.993	-1012
79.024	28	79.023	200	79.027	-1012
79.051	40	79.069	196	79.049	-1020
79.1	40	79.082	196	79.077	-1008
79.112	32	79.105	196	79.105	-1020
79.135	32	79.132	192	79.133	-1012
79.162	36	79.169	200	79.164	-1024
79.2	36	79.188	196	79.201	-1024
79.218	32	79.218	200	79.248	-1016
79.248	36	79.272	200	79.29	-1016
79.302	40	79.315	192	79.297	-1016
79.345	40	79.342	192	79.304	-1012
79.374	36	79.349	204	79.329	-1016
79.382	28	79.357	200	79.362	-1016
79.388	36	79.383	196	79.385	-1020
79.414	36	79.415	192	79.413	-1020
79.447	36	79.452	196	79.446	-1016
79.471	36	79.468	192	79.469	-1020
79.5	36	79.497	200	79.497	-1020
79.53	32	79.524	188	79.525	-1016
79.555	36	79.553	196	79.555	-1020
79.582	36	79.589	208	79.595	-1020
79.611	40	79.611	192	79.613	-1028
79.641	32	79.649	196	79.642	-1016
79.681	36	79.671	196	79.669	-1020
79.699	36	79.697	204	79.697	-1012
79.728	36	79.725	188	79.725	-1024
79.755	32	79.753	200	79.754	-1020
79.783	32	79.791	204	79.781	-1016
79.823	24	79.808	200	79.811	-1008
79.839	32	79.835	200	79.837	-1016
79.866	24	79.864	196	79.87	-1012
79.896	36	79.892	200	79.893	-1012
79.922	40	79.922	188	79.921	-1028
79.954	32	79.949	200	79.95	-1024
79.981	36	79.976	196	79.977	-1008
80.006	32	80.009	196	80.011	-1020
80.041	36	80.031	200	80.033	-1016
80.062	36	80.064	196	80.066	-1016
80.095	28	80.088	192	80.089	-1020
80.118	36	80.121	200	80.117	-1020
80.151	36	80.145	192	80.145	-1012
80.176	32	80.173	192	80.173	-1016
80.203	28	80.209	200	80.204	-1024
80.24	36	80.229	200	80.233	-1016
80.259	36	80.26	200	80.261	-1020
80.292	28	80.288	196	80.289	-1016
80.319	36	80.315	196	80.317	-1020
80.347	28	80.349	192	80.345	-1024
80.382	40	80.371	196	80.382	-1012
80.402	40	80.399	184	80.404	-1020
80.43	40	80.438	188	80.429	-1016
80.466	24	80.46	204	80.457	-1016
80.491	36	80.483	192	80.485	-1020
80.514	28	80.519	180	80.513	-1020
80.55	28	80.54	196	80.541	-1012
80.57	40	80.568	196	80.569	-1020
80.598	32	80.604	196	80.607	-1016
80.635	36	80.626	200	80.625	-1020
80.656	40	80.66	204	80.653	-1016
80.691	28	80.681	200	80.681	-1020
80.711	44	80.709	200	80.71	-1012
80.739	32	80.737	196	80.737	-1012
80.767	20	80.765	196	80.765	-1016
80.795	32	80.794	196	80.793	-1020
80.824	32	80.821	200	80.821	-1016
80.851	36	80.856	200	80.849	-1016
80.879	40	80.877	196	80.877	-1012
80.907	28	80.903	196	80.92	-1020
80.934	40	80.934	192	80.935	-1020
80.963	32	80.977	196	80.971	-1016
81.007	40	80.991	188	80.993	-1016
81.022	32	81.023	196	81.021	-1020
81.055	28	81.047	200	81.049	-1012
81.078	40	81.075	208	81.077	-1024
81.106	32	81.11	204	81.111	-1024
81.134	36	81.135	200	81.133	-1020
81.164	28	81.163	192	81.161	-1020
81.196	36	81.188	192	81.194	-1020
81.218	32	81.216	192	81.217	-1016
81.248	32	81.245	196	81.245	-1024
81.277	32	81.272	204	81.274	-1004
81.303	28	81.301	200	81.301	-1016
81.33	40	81.338	196	81.338	-1016
81.368	36	81.356	200	81.357	-1012
81.387	40	81.391	184	81.389	-1024
81.422	36	81.415	196	81.414	-1012
81.443	28	81.442	196	81.441	-1024
81.473	36	81.469	188	81.469	-1028
81.501	36	81.496	196	81.497	-1028
81.526	32	81.524	192	81.525	-1024
81.554	28	81.554	200	81.553	-1016
81.583	32	81.59	200	81.591	-1028
81.621	28	81.609	196	81.61	-1012
81.638	44	81.645	200	81.641	-1012
81.675	36	81.666	208	81.669	-1012
81.696	28	81.697	184	81.697	-1016
81.726	28	81.734	188	81.729	-1020
81.755	36	81.752	192	81.753	-1016
81.783	28	81.782	204	81.782	-1020
81.814	36	81.813	200	81.809	-1024
81.843	36	81.838	196	81.837	-1012
81.868	28	81.875	192	81.871	-1012
81.895	32	81.893	196	81.893	-1016
81.923	32	81.924	196	81.922	-1016
81.956	32	81.949	200	81.949	-1016
81.979	36	81.977	200	81.977	-1020
82.007	32	82.005	196	82.005	-1012
82.035	36	82.033	200	82.033	-1012
82.065	40	82.071	192	82.066	-1024
82.102	32	82.088	196	82.089	-1020
82.119	36	82.119	196	82.119	-1024
82.151	32	82.145	196	82.152	-1008
82.175	36	82.18	200	82.18	-1024
82.212	36	82.207	196	82.208	-1016
82.237	28	82.237	196	82.236	-1020
82.265	40	82.263	196	82.264	-1020
82.293	32	82.29	192	82.295	-1020
82.321	32	82.328	192	82.332	-1020
82.36	36	82.35	200	82.352	-1020
82.381	32	82.386	196	82.38	-1008
82.416	32	82.409	200	82.408	-1028
82.438	36	82.435	204	82.436	-1016
82.465	36	82.472	192	82.474	-1028
82.494	36	82.493	204	82.492	-1020
82.522	36	82.53	200	82.52	-1012
82.558	28	82.547	200	82.548	-1024
82.578	36	82.574	200	82.576	-1016
82.605	32	82.608	196	82.604	-1012
82.64	32	82.63	192	82.632	-1016
82.661	32	82.658	196	82.66	-1016
82.689	36	82.698	192	82.688	-1024
82.73	28	82.715	196	82.716	-1020
82.746	32	82.742	200	82.744	-1024
82.772	32	82.779	192	82.773	-1020
82.801	24	82.799	192	82.8	-1020
82.829	32	82.832	196	82.828	-1020
82.862	32	82.855	192	82.861	-1012
82.887	32	82.883	188	82.884	-1012
82.914	32	82.913	200	82.912	-1020
82.945	36	82.938	196	82.945	-1004
82.969	36	82.966	196	82.968	-1024
82.997	32	82.997	192	82.996	-1016
83.029	36	83.022	204	83.026	-1032
83.053	36	83.052	196	83.056	-1012
83.083	36	83.09	192	83.085	-1024
83.113	24	83.11	204	83.112	-1032
83.141	32	83.14	196	83.14	-1020
83.17	32	83.173	200	83.173	-1012
83.196	36	83.194	200	83.196	-1016
83.225	36	83.226	200	83.24	-1016
83.258	32	83.254	200	83.296	-1020
83.281	36	83.296	192	83.309	-1028
83.328	32	83.35	188	83.315	-1020
83.382	28	83.361	200	83.336	-1008
83.393	28	83.373	196	83.369	-1028
83.406	32	83.39	196	83.392	-1016
83.421	32	83.421	196	83.42	-1020
83.454	28	83.448	200	83.448	-1024
83.477	28	83.474	192	83.476	-1016
83.505	36	83.509	200	83.504	-1024
83.54	40	83.53	192	83.532	-1012
83.561	28	83.558	204	83.56	-1020
83.589	36	83.598	204	83.596	-1016
83.618	40	83.619	196	83.616	-1012
83.646	32	83.649	200	83.644	-1008
83.681	44	83.673	196	83.673	-1012
83.702	36	83.701	196	83.702	-1020
83.73	32	83.738	200	83.741	-1016
83.769	32	83.757	200	83.76	-1020
83.788	36	83.796	192	83.788	-1032
83.826	32	83.816	192	83.816	-1020
83.847	32	83.845	200	83.844	-1020
83.874	40	83.88	192	83.881	-1024
83.902	32	83.901	192	83.9	-1020
83.931	28	83.934	200	83.933	-1020
83.965	36	83.956	192	83.956	-1016
83.987	36	83.986	200	83.986	-1024
84.018	32	84.011	200	84.012	-1020
84.041	32	84.04	196	84.04	-1012
84.072	36	84.068	200	84.079	-1012
84.099	36	84.094	196	84.096	-1016
84.125	40	84.132	200	84.124	-1020
84.162	28	84.151	196	84.152	-1020
84.182	28	84.178	196	84.18	-1028
84.209	28	84.213	192	84.21	-1020
84.236	36	84.235	204	84.236	-1016
84.267	40	84.269	208	84.264	-1016
84.299	36	84.291	200	84.292	-1024
84.321	36	84.318	192	84.32	-1016
84.348	32	84.351	200	84.348	-1024
84.384	36	84.375	192	84.376	-1016
84.405	36	84.405	200	84.41	-1012
84.433	32	84.44	196	84.442	-1028
84.462	32	84.468	188	84.464	-1016
84.497	28	84.496	200	84.492	-1020
84.528	36	84.519	196	84.52	-1016
84.549	36	84.549	196	84.548	-1008
84.578	40	84.583	192	84.587	-1016
84.615	40	84.603	192	84.604	-1016
84.635	32	84.64	196	84.635	-1012
84.672	32	84.659	192	84.661	-1012
84.69	28	84.688	204	84.688	-1012
84.719	28	84.717	196	84.716	-1024
84.747	32	84.745	196	84.745	-1012
84.774	32	84.779	200	84.781	-1020
84.81	36	84.8	192	84.8	-1024
84.832	28	84.834	204	84.828	-1016
84.866	36	84.856	200	84.856	-1016
84.886	36	84.884	192	84.885	-1012
84.914	32	84.912	200	84.912	-1008
84.942	28	84.941	204	84.94	-1020
84.971	40	84.977	196	84.97	-1012
85.008	28	84.994	184	84.996	-1020
85.025	32	85.024	204	85.024	-1024
85.055	32	85.052	204	85.052	-1016
85.082	36	85.081	200	85.083	-1008
85.112	32	85.117	192	85.119	-1008
85.148	28	85.137	200	85.14	-1012
85.168	36	85.173	196	85.171	-1016
85.203	32	85.195	204	85.196	-1016
85.225	36	85.224	200	85.224	-1016
85.255	36	85.251	196	85.252	-1016
85.282	32	85.279	200	85.28	-1020
85.31	28	85.318	208	85.314	-1016
85.349	32	85.336	192	85.336	-1016
85.367	36	85.368	196	85.364	-1012
85.399	28	85.392	188	85.392	-1008
85.421	36	85.418	204	85.421	-1012
85.449	32	85.446	200	85.448	-1024
85.477	32	85.476	200	85.476	-1008
85.507	32	85.51	200	85.504	-1012
85.533	36	85.53	200	85.532	-1020
85.561	40	85.558	196	85.56	-1028
85.589	28	85.588	200	85.588	-1004
85.617	32	85.618	196	85.616	-1020
85.646	36	85.65	196	85.644	-1016
85.682	32	85.67	200	85.679	-1020
85.701	36	85.7	204	85.7	-1016
85.729	28	85.731	204	85.729	-1008
85.762	24	85.754	196	85.756	-1016
85.785	36	85.787	192	85.786	-1008
85.815	28	85.821	196	85.822	-1012
85.842	24	85.842	196	85.844	-1016
85.872	36	85.874	188	85.872	-1024
85.906	28	85.899	204	85.9	-1020
85.93	40	85.93	200	85.928	-1016
85.959	36	85.954	196	85.965	-1020
85.985	32	85.984	200	85.984	-1020
86.013	28	86.018	188	86.012	-1024
86.049	28	86.038	196	86.051	-1024
86.069	32	86.069	192	86.068	-1016
86.098	40	86.106	192	86.096	-1024
86.136	32	86.122	200	86.124	-1016
86.153	28	86.15	200	86.152	-1016
86.181	36	86.186	192	86.182	-1012
86.219	28	86.205	188	86.208	-1016
86.237	40	86.236	200	86.236	-1020
86.266	36	86.262	204	86.263	-1016
86.293	36	86.292	192	86.292	-1032
86.321	32	86.328	196	86.32	-1016
86.349	32	86.348	196	86.348	-1024
86.38	40	86.386	200	86.384	-1028
86.406	40	86.404	200	86.404	-1024
86.434	28	86.438	196	86.441	-1024
86.47	32	86.459	196	86.46	-1016
86.489	32	86.494	200	86.492	-1020
86.525	40	86.517	188	86.52	-1016
86.547	32	86.549	196	86.552	-1020
86.58	32	86.584	192	86.584	-1020
86.615	36	86.609	200	86.604	-1016
86.638	28	86.636	196	86.632	-1016
86.668	28	86.66	196	86.66	-1020
86.69	32	86.688	200	86.688	-1020
86.717	24	86.726	200	86.727	-1020
86.746	36	86.744	200	86.744	-1020
86.774	28	86.783	200	86.772	-1016
86.812	40	86.798	200	86.8	-1020
86.829	36	86.827	196	86.828	-1016
86.857	32	86.861	212	86.86	-1024
86.884	32	86.882	196	86.885	-1020
86.913	32	86.918	200	86.938	-1012
86.946	28	86.943	200	86.954	-1024
86.973	32	86.992	192	86.982	-1012
87.023	28	87.028	192	86.996	-1020
87.06	32	87.035	196	87.033	-1020
87.067	36	87.067	196	87.054	-1016
87.081	28	87.086	204	87.081	-1016
87.118	24	87.107	192	87.108	-1020
87.139	24	87.137	192	87.141	-1020
87.168	28	87.162	200	87.166	-1016
87.193	32	87.193	200	87.196	-1012
87.225	36	87.221	196	87.225	-1008
87.252	32	87.249	200	87.252	-1016
87.28	36	87.279	204	87.28	-1008
87.311	32	87.307	204	87.317	-1012
87.338	32	87.336	204	87.336	-1012
87.365	44	87.369	192	87.364	-1020
87.401	36	87.39	204	87.392	-1020
87.421	32	87.418	192	87.42	-1024
87.449	32	87.455	204	87.452	-1020
87.486	32	87.474	200	87.476	-1012
87.505	40	87.505	200	87.504	-1024
87.536	36	87.532	192	87.532	-1016
87.561	28	87.559	200	87.56	-1016
87.59	32	87.599	196	87.598	-1028
87.63	28	87.616	192	87.616	-1008
87.647	32	87.651	208	87.644	-1020
87.682	28	87.672	196	87.672	-1024
87.701	40	87.699	196	87.7	-1020
87.729	24	87.728	196	87.728	-1020
87.759	32	87.755	196	87.756	-1004
87.786	36	87.792	200	87.792	-1020
87.814	36	87.812	192	87.812	-1020
87.842	28	87.845	188	87.84	-1024
87.877	32	87.868	200	87.872	-1020
87.898	36	87.897	212	87.9	-1024
87.926	28	87.938	200	87.936	-1020
87.967	32	87.955	200	87.956	-1020
87.986	32	87.989	192	87.99	-1016
88.02	28	88.012	200	88.012	-1008
88.042	32	88.043	196	88.045	-1020
88.074	40	88.069	204	88.068	-1028
88.099	44	88.097	192	88.099	-1016
88.13	32	88.124	192	88.124	-1008
88.154	28	88.154	188	88.152	-1008
88.184	28	88.179	196	88.18	-1024
88.209	32	88.208	200	88.208	-1012
88.237	28	88.244	192	88.24	-1020
88.265	32	88.264	196	88.265	-1016
88.294	36	88.295	200	88.292	-1024
88.326	36	88.321	196	88.32	-1020
88.351	36	88.348	208	88.348	-1016
88.378	40	88.385	196	88.376	-1024
88.406	36	88.405	196	88.404	-1028
88.435	28	88.44	196	88.435	-1012
88.472	32	88.459	188	88.461	-1020
88.489	32	88.488	204	88.488	-1016
88.519	28	88.516	196	88.516	-1008
88.546	36	88.544	196	88.546	-1024
88.574	36	88.579	192	88.577	-1012
88.602	36	88.603	200	88.604	-1012
88.633	36	88.633	196	88.632	-1020
88.662	32	88.662	192	88.66	-1020
88.692	36	88.688	196	88.688	-1016
88.718	36	88.725	200	88.722	-1024
88.745	32	88.744	196	88.744	-1004
88.774	32	88.775	192	88.772	-1012
88.807	28	88.8	204	88.8	-1016
88.831	36	88.828	204	88.828	-1024
88.86	36	88.864	200	88.863	-1012
88.885	32	88.884	204	88.884	-1008
88.914	36	88.916	200	88.913	-1012
88.947	36	88.94	200	88.94	-1028
88.97	24	88.968	192	88.97	-1020
88.999	32	88.995	196	88.996	-1020
89.026	36	89.025	188	89.024	-1012
89.055	40	89.051	192	89.052	-1016
89.082	36	89.08	196	89.08	-1028
89.109	32	89.106	200	89.108	-1016
89.137	36	89.135	192	89.136	-1016
89.165	40	89.162	192	89.164	-1028
89.193	36	89.191	192	89.192	-1020
89.221	32	89.225	192	89.223	-1020
89.249	40	89.247	196	89.25	-1016
89.277	44	89.276	200	89.28	-1012
89.307	36	89.305	196	89.31	-1012
89.335	40	89.336	196	89.336	-1020
89.364	40	89.365	200	89.364	-1016
89.396	40	89.391	208	89.392	-1016
89.421	36	89.42	192	89.42	-1016
89.449	40	89.453	200	89.452	-1016
89.486	32	89.475	208	89.476	-1016
89.505	32	89.508	192	89.504	-1012
89.538	48	89.53	192	89.532	-1016
89.561	28	89.559	180	89.56	-1024
89.589	32	89.591	192	89.588	-1020
89.624	32	89.615	192	89.62	-1016
89.645	32	89.642	196	89.644	-1016
89.673	40	89.683	192	89.678	-1024
89.705	36	89.7	204	89.7	-1020
89.729	36	89.73	192	89.728	-1020
89.761	40	89.754	188	89.763	-1012
89.785	40	89.783	192	89.783	-1012
89.813	28	89.815	196	89.812	-1012
89.847	40	89.838	196	89.84	-1020
89.869	36	89.869	200	89.868	-1024
89.899	36	89.905	196	89.903	-1028
89.926	36	89.922	196	89.927	-1016
89.953	40	89.956	196	89.956	-1020
89.987	36	89.984	200	89.984	-1020
90.014	28	90.012	188	90.012	-1008
90.042	28	90.039	204	90.04	-1020
90.069	36	90.069	204	90.068	-1016
90.097	40	90.105	192	90.101	-1016
90.125	36	90.124	200	90.124	-1016
90.154	36	90.155	196	90.152	-1020
90.187	32	90.179	200	90.18	-1020
90.209	32	90.206	200	90.208	-1012
90.237	32	90.24	204	90.236	-1024
90.265	36	90.263	196	90.264	-1020
90.293	36	90.29	192	90.292	-1012
90.321	32	90.319	200	90.322	-1016
90.349	24	90.346	200	90.347	-1024
90.377	36	90.375	196	90.376	-1016
90.407	40	90.402	196	90.417	-1016
90.433	44	90.446	192	90.446	-1016
90.462	36	90.475	204	90.488	-1008
90.506	28	90.499	200	90.495	-1024
90.531	36	90.54	208	90.517	-1020
90.573	24	90.547	196	90.544	-1024
90.578	28	90.571	204	90.572	-1016
90.602	28	90.598	196	90.602	-1024
90.629	36	90.627	196	90.63	-1020
90.657	32	90.656	188	90.66	-1008
90.686	36	90.685	192	90.688	-1016
90.716	40	90.715	196	90.716	-1016
90.746	24	90.75	192	90.749	-1020
90.782	36	90.772	200	90.772	-1012
90.802	36	90.803	196	90.801	-1024
90.835	32	90.83	192	90.828	-1020
90.86	36	90.857	200	90.857	-1020
90.887	32	90.883	200	90.895	-1024
90.913	28	90.913	196	90.912	-1020
90.943	28	90.948	196	90.94	-1024
90.979	32	90.969	192	90.968	-1020
90.998	36	90.996	196	90.996	-1012
91.025	36	91.023	192	91.044	-1016
91.054	36	91.05	200	91.052	-1020
91.081	24	91.097	200	91.081	-1016
91.128	28	91.106	196	91.108	-1020
91.137	28	91.136	196	91.136	-1020
91.166	32	91.173	200	91.166	-1024
91.205	28	91.19	200	91.192	-1016
91.221	36	91.222	196	91.22	-1020
91.254	40	91.246	192	91.253	-1020
91.277	28	91.274	204	91.276	-1028
91.305	32	91.305	196	91.306	-1016
91.337	28	91.332	200	91.34	-1004
91.364	36	91.36	200	91.364	-1016
91.391	32	91.396	196	91.392	-1020
91.425	32	91.418	188	91.426	-1020
91.449	36	91.447	196	91.448	-1016
91.477	36	91.483	192	91.476	-1016
91.513	32	91.502	196	91.512	-1020
91.533	32	91.531	200	91.531	-1020
91.562	28	91.565	196	91.56	-1012
91.595	32	91.586	200	91.59	-1020
91.617	44	91.615	196	91.616	-1008
91.645	36	91.652	204	91.646	-1016
91.683	36	91.67	192	91.672	-1024
91.701	28	91.699	188	91.7	-1020
91.731	36	91.727	192	91.728	-1008
91.757	32	91.754	204	91.756	-1020
91.784	36	91.79	196	91.79	-1016
91.813	28	91.811	188	91.812	-1020
91.843	40	91.843	204	91.84	-1016
91.874	36	91.867	200	91.868	-1024
91.899	28	91.895	200	91.896	-1024
91.925	32	91.931	196	91.931	-1012
91.963	32	91.954	200	91.951	-1020
91.982	32	91.984	204	91.98	-1016
92.016	32	92.008	192	92.011	-1012
92.038	36	92.037	200	92.04	-1024
92.066	32	92.072	196	92.072	-1016
92.105	32	92.095	196	92.096	-1020
92.127	28	92.127	204	92.124	-1012
92.157	28	92.151	196	92.152	-1016
92.182	40	92.179	196	92.18	-1012
92.21	40	92.207	200	92.208	-1020
92.238	36	92.236	204	92.236	-1020
92.266	36	92.272	196	92.271	-1016
92.304	32	92.292	188	92.292	-1016
92.321	32	92.326	192	92.32	-1016
92.357	36	92.347	196	92.348	-1004
92.378	32	92.374	196	92.376	-1016
92.405	32	92.413	200	92.406	-1016
92.444	28	92.43	196	92.432	-1024
92.461	32	92.461	204	92.46	-1012
92.491	32	92.487	200	92.488	-1012
92.518	28	92.515	196	92.515	-1016
92.546	36	92.548	196	92.544	-1020
92.58	40	92.57	204	92.572	-1028
92.601	36	92.6	192	92.6	-1012
92.631	36	92.64	196	92.629	-1016
92.669	32	92.654	200	92.656	-1020
92.685	36	92.683	200	92.684	-1012
92.713	28	92.71	192	92.716	-1012
92.741	28	92.74	200	92.744	-1024
92.771	32	92.77	196	92.772	-1020
92.801	36	92.807	200	92.799	-1020
92.837	36	92.827	204	92.828	-1024
92.857	40	92.855	200	92.856	-1016
92.885	36	92.889	196	92.884	-1016
92.912	32	92.911	192	92.911	-1016
92.941	36	92.942	196	92.94	-1016
92.972	32	92.975	196	92.971	-1012
92.997	24	92.996	200	92.996	-1016
93.026	36	93.025	204	93.024	-1024
93.056	32	93.051	204	93.052	-1020
93.082	32	93.081	192	93.08	-1016
93.11	40	93.107	196	93.108	-1020
93.138	28	93.135	204	93.135	-1020
93.166	32	93.172	196	93.165	-1024
93.194	36	93.19	200	93.192	-1024
93.221	28	93.219	192	93.22	-1024
93.249	32	93.246	196	93.251	-1020
93.277	36	93.277	200	93.276	-1028
93.306	32	93.304	196	93.304	-1020
93.335	32	93.332	200	93.331	-1028
93.362	32	93.359	192	93.36	-1020
93.39	32	93.386	196	93.396	-1024
93.417	40	93.414	196	93.419	-1012
93.445	32	93.448	192	93.451	-1012
93.48	32	93.475	196	93.476	-1024
93.505	28	93.504	196	93.504	-1020
93.535	32	93.537	196	93.536	-1008
93.569	36	93.56	192	93.56	-1020
93.59	24	93.595	192	93.588	-1016
93.623	40	93.616	192	93.616	-1012
93.645	32	93.644	196	93.644	-1016
93.674	32	93.682	192	93.672	-1016
93.701	40	93.701	196	93.699	-1016
93.731	28	93.733	200	93.736	-1024
93.765	32	93.755	208	93.756	-1016
93.785	32	93.788	200	93.784	-1024
93.819	36	93.811	192	93.818	-1008
93.841	28	93.838	192	93.857	-1012
93.869	32	93.888	204	93.885	-1012
93.903	28	93.912	204	93.9	-1032
93.943	36	93.945	192	93.923	-1024
93.976	32	93.955	196	93.952	-1020
93.985	40	93.983	196	93.98	-1024
94.015	28	94.006	196	94.007	-1020
94.037	32	94.035	192	94.035	-1020
94.066	28	94.073	200	94.066	-1016
94.103	28	94.089	200	94.096	-1020
94.12	32	94.12	204	94.124	-1016
94.15	32	94.157	192	94.152	-1024
94.181	36	94.179	196	94.18	-1016
94.209	28	94.207	200	94.208	-1020
94.237	32	94.235	196	94.244	-1016
94.266	36	94.264	192	94.264	-1012
94.297	32	94.298	192	94.292	-1032
94.331	28	94.319	196	94.319	-1012
94.349	32	94.347	204	94.348	-1020
94.377	36	94.382	196	94.382	-1020
94.405	32	94.405	184	94.403	-1016
94.435	32	94.434	200	94.432	-1016
94.466	32	94.459	192	94.46	-1020
94.489	40	94.488	200	94.488	-1016
94.517	36	94.524	204	94.526	-1020
94.545	28	94.544	196	94.544	-1012
94.574	32	94.579	208	94.572	-1020
94.611	32	94.6	196	94.6	-1008
94.631	36	94.627	204	94.628	-1012
94.657	36	94.656	200	94.664	-1020
94.686	36	94.684	188	94.686	-1016
94.713	36	94.717	200	94.719	-1020
94.748	32	94.744	200	94.74	-1012
94.772	32	94.773	196	94.77	-1024
94.805	24	94.796	200	94.8	-1020
94.826	32	94.827	196	94.828	-1020
94.856	32	94.864	192	94.856	-1012
94.896	28	94.884	196	94.884	-1020
94.915	40	94.911	200	94.912	-1020
94.941	36	94.94	196	94.939	-1020
94.97	32	94.966	204	94.968	-1024
94.997	32	94.994	196	94.996	-1024
95.025	36	95.025	196	95.024	-1016
95.055	36	95.057	196	95.054	-1012
95.089	28	95.08	192	95.08	-1020
95.11	28	95.124	188	95.114	-1020
95.153	32	95.135	192	95.136	-1020
95.166	32	95.166	196	95.165	-1020
95.198	36	95.19	200	95.191	-1020
95.221	24	95.219	200	95.221	-1020
95.25	32	95.246	196	95.252	-1016
95.277	32	95.276	204	95.276	-1024
95.308	36	95.305	192	95.304	-1016
95.336	36	95.33	196	95.335	-1020
95.362	36	95.357	196	95.36	-1024
95.388	32	95.389	192	95.387	-1016
95.42	32	95.415	200	95.425	-1016
95.445	28	95.442	200	95.444	-1024
95.472	36	95.478	196	95.474	-1024
95.509	36	95.501	200	95.503	-1020
95.53	32	95.531	196	95.534	-1016
95.562	32	95.559	200	95.56	-1016
95.589	28	95.588	200	95.587	-1020
95.619	32	95.623	196	95.621	-1020
95.655	32	95.643	188	95.644	-1016
95.673	28	95.675	200	95.675	-1016
95.707	32	95.7	188	95.7	-1020
95.729	28	95.729	204	95.729	-1024
95.759	32	95.756	192	95.755	-1008
95.786	28	95.787	204	95.784	-1020
95.819	44	95.81	184	95.812	-1020
95.841	32	95.838	196	95.84	-1016
95.869	36	95.876	200	95.871	-1012
95.907	28	95.896	200	95.896	-1012
95.926	36	95.924	200	95.924	-1028
95.955	36	95.956	196	95.951	-1012
95.982	32	95.979	192	95.98	-1020
96.01	32	96.006	196	96.014	-1012
96.037	40	96.034	208	96.035	-1016
96.065	28	96.067	200	96.065	-1024
96.098	28	96.09	196	96.091	-1020
96.121	32	96.122	196	96.119	-1012
96.154	32	96.152	200	96.151	-1016
96.177	28	96.174	204	96.18	-1020
96.205	32	96.205	200	96.208	-1016
96.235	36	96.241	204	96.244	-1012
96.265	24	96.263	188	96.263	-1008
96.293	36	96.297	188	96.292	-1020
96.328	32	96.318	204	96.324	-1016
96.349	32	96.346	196	96.348	-1020
96.377	40	96.378	200	96.376	-1012
96.408	36	96.402	196	96.404	-1012
96.433	28	96.432	192	96.432	-1016
96.461	32	96.463	204	96.46	-1020
96.495	28	96.488	188	96.488	-1020
96.519	32	96.516	196	96.516	-1016
96.545	36	96.55	200	96.55	-1016
96.573	32	96.57	200	96.572	-1016
96.602	44	96.601	204	96.6	-1020
96.634	28	96.626	200	96.636	-1016
96.657	32	96.655	192	96.656	-1008
96.686	28	96.688	192	96.684	-1012
96.719	36	96.711	192	96.712	-1024
96.741	40	96.738	204	96.739	-1024
96.769	32	96.772	196	96.772	-1024
96.797	28	96.794	200	96.796	-1008
96.825	32	96.828	204	96.824	-1016
96.856	36	96.85	200	96.861	-1020
96.881	28	96.881	200	96.884	-1020
96.91	40	96.914	204	96.912	-1012
96.946	32	96.939	192	96.939	-1024
96.969	32	96.966	192	96.967	-1020
96.997	36	97.001	200	96.998	-1020
97.025	28	97.022	196	97.024	-1020
97.053	32	97.051	192	97.051	-1020
97.082	36	97.078	196	97.087	-1020
97.109	32	97.106	196	97.108	-1012
97.137	32	97.14	196	97.135	-1020
97.171	32	97.163	204	97.164	-1016
97.194	32	97.194	196	97.192	-1020
97.224	32	97.219	200	97.22	-1024
97.249	40	97.247	196	97.247	-1020
97.277	40	97.285	204	97.286	-1020
97.305	40	97.303	188	97.306	-1012
97.333	28	97.338	200	97.35	-1024
97.37	28	97.364	200	97.38	-1016
97.394	36	97.417	192	97.414	-1016
97.448	28	97.456	196	97.421	-1016
97.488	40	97.466	192	97.444	-1020
97.499	36	97.473	192	97.471	-1020
97.505	32	97.499	200	97.499	-1024
97.53	32	97.533	192	97.532	-1008
97.557	32	97.554	200	97.56	-1012
97.585	28	97.588	196	97.588	-1028
97.618	32	97.614	196	97.62	-1016
97.645	28	97.642	196	97.644	-1020
97.673	32	97.673	200	97.671	-1012
97.704	24	97.699	192	97.701	-1024
97.73	28	97.727	196	97.728	-1012
97.757	40	97.758	200	97.763	-1016
97.788	28	97.783	200	97.783	-1020
97.814	32	97.815	200	97.812	-1020
97.847	36	97.838	192	97.839	-1024
